"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"File.Edit","p","","186","1693077393455","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"187","1693077393459","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit","u","","187","1693077393642","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"188","1693077393646","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","t","","188","1693077393983","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"189","1693077393983","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"X-Action","Backspace",,,"1693077394185","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","188","1693077394186","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077394329","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","u","187","1693077394330","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077394463","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","186","1693077394464","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","186","1693077394656","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"187","1693077394656","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","187","1693077394659","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","187","1693077394803","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","p","","187","1693077394804","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"188","1693077394807","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit","u","","188","1693077394930","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"189","1693077394932","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","t","","189","1693077395037","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"190","1693077395040","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","(","","190","1693077396377","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"191","1693077396378","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"(",,,,,
"File.Edit",")","","191","1693077396378","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","'","","191","1693077397529","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"192","1693077397530","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"'",,,,,
"File.Edit","'","","192","1693077397530","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","E","","192","1693077397901","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","E",,"193","1693077397901","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"E",,,,,
"File.Edit"," ","","193","1693077397906","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","193","1693077398025","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","193","1693077398026","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"194","1693077398026","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","194","1693077398107","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"195","1693077398107","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","e","","195","1693077398209","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"196","1693077398210","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","196","1693077398292","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"197","1693077398293","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"File.Edit"," ","","197","1693077398359","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"198","1693077398359","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","198","1693077398508","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"199","1693077398509","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","199","1693077398516","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","199","1693077398535","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","h","","199","1693077398536","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"200","1693077398535","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"h",,,,,
"File.Edit","e","","200","1693077398688","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"201","1693077398688","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","201","1693077398763","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"202","1693077398764","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","n","","202","1693077398963","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"203","1693077398963","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","203","1693077398969","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","203","1693077399347","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","203","1693077399348","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"204","1693077399348","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"X-Action","Backspace",,,"1693077399606","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","m","203","1693077399606","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","u","","203","1693077399780","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"204","1693077399781","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit"," ","","204","1693077399787","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","204","1693077399958","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","204","1693077399959","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"205","1693077399958","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"File.Edit","b","","205","1693077400045","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","b",,"206","1693077400045","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"b",,,,,
"File.Edit","e","","206","1693077400190","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"207","1693077400191","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","207","1693077400262","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"208","1693077400263","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"File.Edit"," ","","208","1693077400395","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"209","1693077400396","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","o","","209","1693077400477","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"210","1693077400478","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit"," ","","210","1693077400483","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","210","1693077400594","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","f","","210","1693077400595","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"211","1693077400594","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit"," ","","211","1693077400701","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"212","1693077400701","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","p","","212","1693077400808","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"213","1693077400808","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","213","1693077400813","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","213","1693077400938","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","213","1693077400939","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"214","1693077400938","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","o","","214","1693077400996","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"215","1693077400996","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit","p","","215","1693077401095","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"216","1693077401096","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit","l","","216","1693077401191","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"217","1693077401191","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit","e","","217","1693077401296","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"218","1693077401296","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","218","1693077401422","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"219","1693077401422","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","s","","219","1693077401508","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"220","1693077401508","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","220","1693077401513","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","220","1693077401805","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","p","","220","1693077401806","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"221","1693077401805","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit","l","","221","1693077402036","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"222","1693077402036","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit","i","","222","1693077402265","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"223","1693077402266","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","t","","223","1693077402462","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"224","1693077402462","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","t","","224","1693077402587","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"225","1693077402587","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","i","","225","1693077402668","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"226","1693077402668","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","226","1693077402735","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"227","1693077402735","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","g","","227","1693077402833","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"228","1693077402833","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"g",,,,,
"File.Edit"," ","","228","1693077402899","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"229","1693077402900","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","229","1693077403039","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"230","1693077403039","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","230","1693077403046","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","230","1693077403084","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","h","","230","1693077403085","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"231","1693077403084","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"h",,,,,
"File.Edit","e","","231","1693077403187","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"232","1693077403187","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","232","1693077403252","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"233","1693077403252","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","b","","233","1693077403377","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","b",,"234","1693077403377","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"b",,,,,
"File.Edit"," ","","234","1693077403382","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","234","1693077403445","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","234","1693077403446","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"235","1693077403445","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","l","","235","1693077403605","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"236","1693077403606","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit","l","","236","1693077403700","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"237","1693077403700","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit",":","","237","1693077403941","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",":",,"238","1693077403941","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,":",,,,,
"File.Edit"," ","","238","1693077404966","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"239","1693077404966","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"X-Action","Outside edit","","","1693374336493","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Outside Edit",,,,,
"File.Edit","","# Anthony Wood
# 100 Days of Coding Challenge
# Day 1

def main ():     cityName = input(""Enter your home city name: "")
    petName  = input('Enter your first pet\'s name: ') + 's '
     print('\nYou could name your band ' + cityName + ' ( + petName)


main()","0","1693374336493","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","# Anthony Wood
# 100 Days of Coding Challenge
# Day 1

def main ():
    cityName = input(""Enter your home city name: "")
    petName  = input('Enter your first pet\'s name: ') + 's'

    print('\nYou could name your band ' + cityName + ' ' + petName)


main()","","0","1693374336493","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Outside edit","","","1693374336504","helloWorld.cpp","1.1.4 for 2021-2022 @t1",,"Outside Edit",,,,,
"File.Edit","","#include <iostream>

int main () {

    cout << ""Hello World"";

}
","0","1693374336504","helloWorld.cpp","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","","0","1693374336504","helloWorld.cpp","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Outside edit","","","1693374336514","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Outside Edit",,,,,
"File.Edit","","# Anthony Wood
# 100 Days of Coding
# Day 2

def main():

    bill = input('Enter the total bill: ')
    tip= input('Enter the percentage of tip you\'d like to give: ')
    numPeople = input('Enter the number of people splitting the bill: ')

    floatTip = float('1.' + tip.strip('%.'))
     perPerson = (float(bill.strip('$') ) /  float(numPeople)) * floatTip

       nt(f'Each person pays $%.2f' % perPerson)
 
ain()
","0","1693374336514","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","# Anthony Wood
# 100 Days of Coding
# Day 2

def main():

    bill = input('Enter the total bill: ')
    tip= input('Enter the percentage of tip you\'d like to give: ')
    numPeople = input('Enter the number of people splitting the bill: ')

    floatTip = float('1.' + tip.strip('%.'))

    perPerson = (float(bill.strip('$') ) /  float(numPeople)) * floatTip

    print(f'Each person pays $%.2f' % perPerson)

main()
","","0","1693374336514","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","ShowYourWork Init","","","1693374336559",,"1.1.4 for 2021-2022 @t1",,"Init",,,,,
"File.Edit","# Anthony Wood
# 100 Days of Coding
# Day ??","","0","1693374360974","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","44","1693374361101","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1693374363109","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","?","43","1693374363116","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693374363237","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","?","42","1693374363240","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","9","","42","1693374363962","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","9",,"43","1693374363963","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1",,"9",,,,,
"File.Edit"," ","","43","1693374364060","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1693374364298","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit",""," ","43","1693374364308","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","
","","43","1693374364309","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1693374364718","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","45","1693374364720","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Paste",,,"1693374364975","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1",,"Paste",,,,,
"p","mmdphmdw",,"45","1693374364994","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1",,"mmdphmdw",,,,,
"File.Edit","mmdphmdw","","45","1693374364999","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Undo Paste",,,"1693374368842","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1",,"Undo Paste",,,,,
"File.Edit","","mmdphmdw","45","1693374368844","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Paste",,,"1693374374494","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1",,"Paste",,,,,
"p","from replit import clear
from art import logo
#HINT: You can call clear() to clear the output in the console.

done = False

while(not done):

  print(logo)
  print(""Welcome to the silent auction. Let's begin with our first bidder"")


  done_bidding = False
  
  bids = {}
  
  while(not done_bidding):
    name = input('Enter the name of the bidder: ')
    bid = int(input('Now please input your bid: ').strip('$'))
    if name in bids:
      print(f""{name} is already here. Try a different name"")
    else:
      bids[name] = bid
      more_bidders = input('Is there anyone else bidding [Y/N]? ').lower()
      if more_bidders == 'n':
        done_bidding = True 
      clear()

  highest_bidder = name
  print(name)
  tied = []
  
  for check_name in bids:
    print(f'check_name: {check_name}, highest_bidder: {highest_bidder}')
    if bids[check_name] > bids[highest_bidder]:
      #print(check_name)
      highest_bidder = check_name
      tied = []
    if bids[check_name] == bids[highest_bidder]:
      print(check_name)
      if tied.count(highest_bidder) == 0:
        tied.append(highest_bidder)
      if tied.count(check_name == 0):
        tied.append(check_name)

  print(tied)
  if len(tied) == 0:
    print(f'Congratulations {highest_bidder}! You won with a bid of {bids[highest_bidder]}!')
  else:
    msg = 'It looks like '
    for name in tied:
      if tied.index(name) == len(tied) - 2:
        msg += name + ' and '
      else:
        msg += name
    msg += 'Have tied with a bid of ' + str(bids[name]) + '.'

  auction_agin = input('Time for another silent auction [Y/N]? ').lower()

  if auction_agin == 'n':
    done = True
    
      
",,"45","1693374374496","Day9_Silent_Auction.py","1.1.4 for 2021-2022 @t1",,"from replit import clear
from art import logo
#HINT: You can call clear() to clear the output in the console.

done = False

while(not done):

  print(logo)
  print(""Welcome to the silent auction. Let's begin with our first bidder"")


  done_bidding = False
  
  bids = {}
  
  while(not done_bidding):
    name = input('Enter the name of the bidder: ')
    bid = int(input('Now please input your bid: ').strip('$'))
    if name in bids:
      print(f""{name} is already here. Try a different name"")
    else:
      bids[name] = bid
      more_bidders = input('Is there anyone else bidding [Y/N]? ').lower()
      if more_bidders == 'n':
        done_bidding = True 
      clear()

  highest_bidder = name
  print(name)
  tied = []
  
  for check_name in bids:
    print(f'check_name: {check_name}, highest_bidder: {highest_bidder}')
    if bids[check_name] > bids[highest_bidder]:
      #print(check_name)
      highest_bidder = check_name
      tied = []
    if bids[check_name] == bids[highest_bidder]:
      print(check_name)
      if tied.count(highest_bidder) == 0:
        tied.append(highest_bidder)
      if tied.count(check_name == 0):
        tied.append(check_name)

  print(tied)
  if len(tied) == 0:
    print(f'Congratulations {highest_bidder}! You won with a bid of {bids[highest_bidder]}!')
  else:
    msg = 'It looks like '
    for name in tied:
      if tied.index(name) == len(tied) - 2:
        msg += name + ' and '
      else:
        msg += name
    msg += 'Have tied with a bid of ' + str(bids[name]) + '.'

  auction_agin = input('Time for another silent auction [Y/N]? ').lower()

  if auction_agin == 'n':
    done = True
    
      
",,,,,
